No_;Tienda;Document No_;Item No_;Nombre Item;Descripción Item Ajuste;Posting Date;Cantidad;Importe Costo;Tipo;Observacion;Creado Por;SEMANA;DIVISION;TIPO DE AJUSTE;AÑO;AJUSTES;Departamento
CDI01;MEGABODEGA AEC;PDANA-004428;478991;GANCHO P/DAMA PINZA ;GANCHO P/DAMA PINZA  dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-6.75;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;479013;GANCHO P/NIÑA PINZA ;GANCHO P/NIÑA PINZA dañado regalia comayaguela caja #2 (Aylin P) ;17/4/2026 00:00;-2;-10.83;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;485661;SET GANCHOS+COLAS P/NIÑA 3PZS ;SET GANCHOS+COLAS P/NIÑA 3PZS  dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-12.05;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C003752;SET COLAS P/NIÑA 3PZS;SET COLAS P/NIÑA 3PZS dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-3.62;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C041519;SET GANCHO MARIPOSA P/NIÑA+COLAS;SET GANCHO MARIPOSA P/NIÑA+COLAS dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-13.92;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C049858;SET COLAS P/DAMA 3PZS;SET COLAS P/DAMA 3PZS dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-3;-10.84;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C058230;SET COLAS P/NIÑA;SET COLAS P/NIÑA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-2;-9.03;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C059130;SET COLAS P/NIÑA;SET COLAS P/NIÑA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-3.64;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C070513;SET COLAS P/ NIÑA;SET COLAS P/ NIÑA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-3.35;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C057337;JABON D/BAÑO BARRA PROTEX 150G SENSITIVE;JABON D/BAÑO BARRA PROTEX 150G SENSITIVEdañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-24.29;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C067092;DESODORANTE BARRA DOVE 74G ADVANCED ORIGINAL CLEAN;DESODORANTE BARRA DOVE 74G ADVANCED ORIGINAL CLEANdañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-78.39;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C072002;DESODORANTE ROLLON NIVEA 50ML DEEP BLACK CARBON ;DESODORANTE ROLLON NIVEA 50ML DEEP BLACK CARBON dañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-41.17;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C077583;FLORES ARTIFICIALES DECORATIVAS D/COLGAR 2M;FLORES ARTIFICIALES DECORATIVAS D/COLGAR 2Mdañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-15.4;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C105880;CANASTA DECORATIVA;CANASTA DECORATIVAdañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-67.47;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C170717;PLANTA ARTIFICIAL DECORATIVA D/MESA;PLANTA ARTIFICIAL DECORATIVA D/MESAdañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-22.68;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C172816;BOLSA D/REGALO P/NIÑO T-L;BOLSA D/REGALO P/NIÑO T-Ldañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-5.87;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CELEBRACIONES;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004434;C176584;DESODORANTE BARRA NIVEA HM 40ML FRESH ACTIVE;DESODORANTE BARRA NIVEA HM 40ML FRESH ACTIVEdañado dev comayaguela caja 2 Aylin P;18/4/2026 00:00;-1;-28.49;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #2) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004435;401367;LUCES P/ESPEJO PLATEADA-BLANCA;LUCES P/ESPEJO PLATEADA-BLANCAdañado dev comayaguela caja #3 Aylin P;18/4/2026 00:00;-1;-42.55;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #3) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004435;C001336;ORGANIZADOR P/CARRO D/BEBIDAS Y TOALLAS ;ORGANIZADOR P/CARRO D/BEBIDAS Y TOALLAS dañado dev comayaguela caja #3 Aylin P;18/4/2026 00:00;-1;-77.6;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #3) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004435;C002041;GORRA P/NIÑO C/VENTILADOR;GORRA P/NIÑO C/VENTILADORdañado dev comayaguela caja #3 Aylin P;18/4/2026 00:00;-1;-104.96;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA #3) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004458;C158347;GEL P/CEJAS;GEL P/CEJASdañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-7;-127.92;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004458;C178580;LENTES D/SOL P/HOMBRE ;LENTES D/SOL P/HOMBRE dañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-1;-13.09;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004458;C189715;GANCHO P/DAMA MARIPOSA PLASTICO MEDIANO;GANCHO P/DAMA MARIPOSA PLASTICO MEDIANOdañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-1;-6.74;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004459;C031328;BLUSA P/NIÑA JUV M/C VESTIR (PELUDITA);BLUSA P/NIÑA JUV M/C VESTIR (PELUDITA)regalia dañado cortes caja 1 Aylin P;23/4/2026 00:00;-1;-75.84;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (PUERTO CORTES CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;1;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004459;C139224;CAMISETA P/HOMBRE C/R M/C;CAMISETA P/HOMBRE C/R M/Cregalia dañado cortes caja 1 Aylin P;23/4/2026 00:00;-1;-174;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (PUERTO CORTES CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004459;C165598;BLUMER P/DAMA ALGODÓN ;BLUMER P/DAMA ALGODÓN regalia dañado cortes caja 1 Aylin P;23/4/2026 00:00;-1;-9.81;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (PUERTO CORTES CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004460;C145433;RELOJ DIGITAL INTELIGENTE;RELOJ DIGITAL INTELIGENTEdañado dev gracias #2 caja 1 Aylin P;23/4/2026 00:00;-1;-556.65;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (GRACIAS #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;TECNOLOGIA;DAÑADO;2026;1;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004460;C174279;RELOJ D/MESA P/NIÑO(A);RELOJ D/MESA P/NIÑO(A)dañado dev gracias #2 caja 1 Aylin P;23/4/2026 00:00;-1;-31.6;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (GRACIAS #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004460;C177753;TAZA D/VIDRIO ;TAZA D/VIDRIO dañado dev gracias #2 caja 1 Aylin P;23/4/2026 00:00;-1;-11.73;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (GRACIAS #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004461;C056192;LLAVERO T/CARTERA FINO ;LLAVERO T/CARTERA FINO regalia dañado dev gracias #2 caja#1 Aylin P;23/4/2026 00:00;-1;-23.62;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (GRACIAS #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ACCESORIOS;DAÑADO;2026;1;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004461;C112093;SOMBRILLA D/BOLSO;SOMBRILLA D/BOLSOregalia dañado dev gracias #2 caja#1 Aylin P;23/4/2026 00:00;-1;-33.41;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (GRACIAS #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004461;C130364;PACK CALCETINES P/NIÑO JUV 3PZ;PACK CALCETINES P/NIÑO JUV 3PZregalia dañado dev gracias #2 caja#1 Aylin P;23/4/2026 00:00;-2;-40.13;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (GRACIAS #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004429;C171092;KANGURERA P/HOMBRE MILITAR;KANGURERA P/HOMBRE MILITAR dañado regalia comayaguela caja #3 (Aylin P);17/4/2026 00:00;-1;-112.13;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#3);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;481377;SOMBRILLA P/NIÑO;SOMBRILLA P/NIÑO dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-25.75;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C011047;VESTIDO P/NIÑA INF S/M FIESTERO;VESTIDO P/NIÑA INF S/M FIESTERO dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-128.09;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C046454;VASO D/VIDRIO C/PAJILLA 450ML;VASO D/VIDRIO C/PAJILLA 450ML dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-10.24;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C047539;VASO C/PAJILLA MODA;VASO C/PAJILLA MODA dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-56.29;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C057450;CERA CAPILAR OSTWINT 150ML 01;CERA CAPILAR OSTWINT 150ML 01 dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-54.88;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C077600;FRUTAS ARTIFICIALES DECORATIVA RAMA 81CM;FRUTAS ARTIFICIALES DECORATIVA RAMA 81CM dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-3;-123.95;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C102334;ADORNO D/PARED;ADORNO D/PARED dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-2;-179.12;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C121448;DESODORANTE BARRA DOVE 74G EVEN TONE ROSEWOOD&POWE;DESODORANTE BARRA DOVE 74G EVEN TONE ROSEWOOD&POWE dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-78.41;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C167756;BLUSA P/DAMA M/C ALGODÓN ;BLUSA P/DAMA M/C ALGODÓN  dañado regalia comayaguela caja #4 (Aylin P);17/4/2026 00:00;-1;-97.45;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004430;C176685;FRUTA ARTIFICIAL DECORATIVA D/COLGAR ;FRUTA ARTIFICIAL DECORATIVA D/COLGAR dañado regalia comayaguela caja #4 (Aylin P) ;17/4/2026 00:00;-1;-14.02;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#4);AECDOMINIO\AUXILIAR4.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C073242;SET GANCHOS P/NIÑA;SET GANCHOS P/NIÑA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-6.04;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C077742;COLA P/DAMA;COLA P/DAMA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-2;-10.53;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C092383;SET COLA+GANCHO PINZA P/DAMA;SET COLA+GANCHO PINZA P/DAMA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-6.1;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C092655;SET UÑAS+COLAS+GANCHOS P/NIÑA;SET UÑAS+COLAS+GANCHOS P/NIÑA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-2;-18.93;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C110369;SET PINZA P/ESPINILLAS;SET PINZA P/ESPINILLAS dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-14.8;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C127520;CORPIÑO P/DAMA DEP.;CORPIÑO P/DAMA DEP. dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-35.48;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;DEPORTIVA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C129793;SET GANCHO P/NIÑA PINZA 2PZ;SET GANCHO P/NIÑA PINZA 2PZ dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-11.16;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C129835;SET DIADEMA+GANCHO/PINZA P/NIÑA ;SET DIADEMA+GANCHO/PINZA P/NIÑA dañado regalia comayaguela caja #2 (Aylin P) ;17/4/2026 00:00;-1;-19.62;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C130649;DIADEMA P/DAMA FINA;DIADEMA P/DAMA FINA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-24.25;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C141548;CONJUNTO P/BEBE NIÑO CAMISETA+JOGGER CARGO TELA;CONJUNTO P/BEBE NIÑO CAMISETA+JOGGER CARGO TELA dañado regalia comayaguela caja #2 (Aylin P);17/4/2026 00:00;-1;-166.16;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004428;C151686;PACK CALCETAS P/HOMBRE ALTAS 3PZS ;PACK CALCETAS P/HOMBRE ALTAS 3PZS dañado regalia comayaguela caja #2 (Aylin P) ;17/4/2026 00:00;-1;-22.27;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUELA CAJA#2);AECDOMINIO\AUXILIAR4.INVENTARIO;16;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
